id,nom,marque,caracteristiques,prix,Algorithme de chiffrement,Appareils pris en charge,Avertissement sur les couleurs de l'image,Baie compatible,Baies d'extension,Capacité,Caractéristiques,Compatibilité TTA,Configuration requise,Connecteur de lecteur,Conçu pour,Couleur,Couleur du boîtier,Cryptage matériel,Disque dur,Débit de transfert de données,Fonctions,Format,Fourni avec,Garantie du fabricant,Hard Drive Form Factor Compatibility,Interface,Interface prise en charge,Localisation,Matériau du produit,Nbre max. de périphériques de stockage,Poids,Protocole de liaison de données,Source d'alimentation,Type,Type de bus,Type de câblage,Type de mémoire flash NAND,Type de tarification
8635367,Transcend ESD270C,TRANSCEND,SSD - chiffré - 250 Go - externe (portable) - USB 3.1 Gen 2 (USB-C connecteur) - AES 256 bits - noir,49.09,AES 256 bits,,,,,250 Go,"One-Touch Backup, 3D NAND Technology, compatible USB On-The-Go, formatté avec le système de fichier exFAT, compatible USB Attached SCSI Protocol (UASP), indicateur d'état DEL, anti-rayure",,,,,,Noir,Oui,,,,,,Garantie de 3 ans,,USB 3.1 Gen 2 - USB-C,,,,,35 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
8635381,Transcend ESD260C,TRANSCEND,SSD - 500 Go - externe (portable) - USB 3.1 Gen 2 - argent,81.23,,,,,,500 Go,"3D NAND Technology, compatible USB On-The-Go, formatté avec le système de fichier exFAT, compatible USB Attached SCSI Protocol (UASP)",,,,,,Argent,,,,,,,Garantie de 3 ans,,USB 3.1 Gen 2,,,,,33 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
8635387,Transcend ESD310C,TRANSCEND,SSD - 512 Go - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - noir,77.04,,,,,,512 Go,"3D NAND Technology, cache SLC, formatté avec le système de fichier exFAT",,,,,,Noir,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,11 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
8635391,Transcend ESD370C,TRANSCEND,SSD - 1 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - bleu marine,157.59,,,,,,1 To,"3D NAND Technology, compatible USB On-The-Go",,,,,,Bleu marine,,,,,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,87 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
8635419,Transcend ESD260C,TRANSCEND,SSD - 1 To - externe (portable) - USB 3.1 Gen 2 - argent,130.16,,,,,,1 To,3D NAND Technology,,,,,,Argent,,,,,,,Garantie de 3 ans,,USB 3.1 Gen 2,,,,,33 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
8635421,Transcend ESD310C,TRANSCEND,SSD - 256 Go - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - noir,49.78,,,,,,256 Go,"3D NAND Technology, cache SLC, formatté avec le système de fichier exFAT",,,,,,Noir,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,11 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
8635430,Transcend ESD270C,TRANSCEND,SSD - 1 To - externe (portable) - USB 3.1 Gen 2 - AES 256 bits - noir,134.7,AES 256 bits,,,,,1 To,"One-Touch Backup, 3D NAND Technology, compatible USB On-The-Go, formatté avec le système de fichier exFAT, compatible USB Attached SCSI Protocol (UASP), indicateur d'état DEL",,,,,,Noir,,,,,,,Garantie de 3 ans,,USB 3.1 Gen 2,,,,,35 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
8635433,Transcend ESD310C,TRANSCEND,SSD - 1 To - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - noir,131.03,,,,,,1 To,"3D NAND Technology, cache SLC, formatté avec le système de fichier exFAT",,,,,,Noir,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,11 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
8635443,Transcend ESD270C,TRANSCEND,SSD - 500 Go - externe (portable) - USB 3.1 Gen 2 - AES 256 bits - noir,81.06,AES 256 bits,,,,,500 Go,"One-Touch Backup, 3D NAND Technology, compatible USB On-The-Go, formatté avec le système de fichier exFAT, compatible USB Attached SCSI Protocol (UASP), indicateur d'état DEL",,,,,,Noir,,,,,,,Garantie de 3 ans,,USB 3.1 Gen 2,,,,,35 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
8635513,Transcend ESD380C,TRANSCEND,SSD - 2 To - externe (portable) - USB 3.2 Gen 2x2 - vert militaire,263.82,,,,,,2 To,"3D NAND Technology, Shock Protection System (SPS), robuste",,,,,,Vert militaire,,,,,,,Garantie de 5 ans,,USB 3.2 Gen 2x2,,,,,75 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
8635596,Transcend ESD380C,TRANSCEND,SSD - 4 To - externe (portable) - USB 3.2 Gen 2x2 - vert militaire,533.73,,,,,,4 To,"3D NAND Technology, prise en charge de plusieurs dispositifs, antichoc",,,,,,Vert militaire,,,,,,,Garantie de 5 ans,,USB 3.2 Gen 2x2,,,,,75 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
11394706,KIOXIA EXCERIA PLUS LXD10S001TG8,KIOXIA,SSD - 1 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur),119.04,,,,,,1 To,"Authentification du mot de passe, 3D BiCS Flash, boîtier aluminium, antichoc",,,,,,,,,,,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,76 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
6157647,SanDisk Extreme PRO Portable V2,SANDISK,SSD - chiffré - 1 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur) - AES 256 bits - pour Intel Next Unit of Computing 13 Extreme Kit - NUC13RNGi7,220.82,AES 256 bits,,,,,1 To,"NVM Express (NVMe), imperméable, antipoussière",,,,Intel Next Unit of Computing 13 Extreme Kit - NUC13RNGi7,,,Oui,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2x2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
4504677,"StarTech.com Rack Backplane Mobile en Aluminum Sans Tiroir pour 3 Disque Dur SAS II/SATA III 6Gbps, Hot Swap avec Ventilateur et Serrure",STARTECH,"Rack de stockage mobile - 2.5"" - noir - pour P/N: 25SAT35HDD, PEXMSATA3422, PEXMSATA343",88.99,,,,"2 5.25""","3 x hot-swap - 3.5""",,,,,29 pin internal SAS (SFF-8482),"P/N: 25SAT35HDD, PEXMSATA3422, PEXMSATA343",Noir,,,,,"Indicateur de données, indicateur d'alimentation",,,Garantie de 2 ans,"2.5""",,SATA-600,,Aluminium,,1.2 kg,,,,,,,
7889716,Cisco,CISCO,SSD - 240 Go - échangeable à chaud - USB 3.0 - remanufacturé - pour Catalyst 9300,958.35,,,,,,240 Go,,,,,Catalyst 9300,,,,,,,,,,,USB 3.0,,,,,,,,Lecteur à semi-conducteurs - échangeable à chaud,,,,Remanufacturé
7779356,SanDisk Professional PRO-G40,SANDISK,G40 - SSD - 2 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur),854.83,,,,,,2 To,"Antipoussière, imperméable, antichoc, NVM Express (NVMe)",,,,,,,,,,,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,,,,122.3 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
10424613,PNY RP60,PNY TECHNO,SSD - 2 To - externe (portable) - USB 3.2 Gen 2x2,143.04,,,,,,2 To,"Résistant aux chutes, boucle de clip, imperméable, antipoussière",,,,,,,,,,,,,Garantie de 3 ans,,USB 3.2 Gen 2x2,,,,,100 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
11462071,LaCie PRO5 STNA4000400,SEAGATE,SSD - 4 To - LC/APC duplex monomode - externe (portable) - Thunderbolt 5 (USB-C connecteur) - bleu - avec Seagate Rescue Data Recovery,2040.43,,,,,,4 To,"Imperméable, antipoussière, résistant à la pression, protection contre les chutes sur béton jusqu'à 3 m",,,,,,Bleu,,,80 Gbps (Thunderbolt 5),,,Seagate Rescue Data Recovery,Garantie de 5 ans,,Thunderbolt 5 - USB-C,,Mondial,,,150 g,,Thunderbolt bus,Lecteur à semi-conducteurs - externe (portable),,,,
11464544,SanDisk Extreme PRO,SANDISK,SSD - 4 To - externe (portable) - USB4 (USB-C connecteur),718.68,,,,,,4 To,"Antipoussière, imperméable, résistant aux liquides, résistant aux chutes",,,,,,,,,,,,,Garantie de 5 ans,,USB4 - USB-C,,Etats-Unis,,,172 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
11459846,SanDisk Extreme,SANDISK,SSD - 8 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits,977.68,AES 256 bits,,,,,8 To,"NVM Express (NVMe), imperméable, antipoussière",,,,,,,,,,,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,,,,50 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
6690022,LaCie Portable SSD STKS500400,SEAGATE,SSD - 500 Go - externe (portable) - USB (USB-C connecteur) - lune argentée - avec Seagate Rescue Data Recovery,199.66,,,,,,500 Go,,,,,,,Lune argentée,,,,,,Seagate Rescue Data Recovery,Garantie de 3 ans,,USB - USB-C,,Mondial,,,45 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
11504874,Seagate STMX1000400,SEAGATE,SSD - 1 To - ultra-compact - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - gris foncé - avec Seagate Rescue Data Recovery,192.66,,,,,,1 To,"Robuste, antipoussière, résistant aux chutes, imperméable",,,,,,Gris foncé,,,"10,0 Gbps (USB 3.2 de 2e génération)",,,Seagate Rescue Data Recovery,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,24 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
11504875,Seagate Ultra Compact STMX2000400,SEAGATE,SSD - 2 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - gris foncé - avec Seagate Rescue Data Recovery,350.29,,,,,,2 To,"Robuste, antipoussière, résistant aux chutes, imperméable",,,,,,Gris foncé,,,"10,0 Gbps (USB 3.2 de 2e génération)",,,Seagate Rescue Data Recovery,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,24 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10278538,Kingston IronKey Vault Privacy 80,KINGSTON,"SSD - chiffré - 7.68 To - externe (portable) - USB 3.2 Gen 1 (USB-C connecteur) - 256-bit AES-XTS, FIPS 197 - Conformité TAA",1412.33,"256-bit AES-XTS, FIPS 197",,,,,7.68 To,"Fonction d'effacement sécurisé, Master and User Dual Passwords, écran couleur tactile, Lecture seule (protection en écriture) - Mode double, protection contre les attaques BadUSB, règles de mot passe personnalisables, Modes PIN/phrase secrète, Brute-Force Password Attack Protection, verrouillage automatique",Oui,,,,,,Oui,,,,,,Garantie de 3 ans,,USB 3.2 Gen 1 - USB-C,,,,,289.5 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281650,Transcend ESD410C,TRANSCEND,SSD - chiffré - 1 To - externe (portable) - USB (USB-C connecteur) - AES 256 bits - bleu foncé,156.18,AES 256 bits,,,,,1 To,"Protection contre les chutes sur béton jusqu'à 3 m, cache SLC, robuste, imperméable, trou de sangle, formatté avec le système de fichier exFAT, 3D NAND Technology",,,,,,Bleu foncé,Oui,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB - USB-C,,,,,65 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281652,Transcend ESD410C,TRANSCEND,SSD - chiffré - 4 To - externe (portable) - USB (USB-C connecteur) - AES 256 bits - bleu foncé,534.25,AES 256 bits,,,,,4 To,"Protection contre les chutes sur béton jusqu'à 3 m, cache SLC, robuste, imperméable, trou de sangle, formatté avec le système de fichier exFAT, 3D NAND Technology",,,,,,Bleu foncé,Oui,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB - USB-C,,,,,65 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281653,Transcend ESD320A,TRANSCEND,SSD - chiffré - 512 Go - externe (portable) - USB 3.2 Gen 2x1 - AES 256 bits - gris doux,71.98,AES 256 bits,,,,,512 Go,"Connecteur rétractable, cache SLC, Code de correction d'erreur étendue (ECC), trou de sangle, formatté avec le système de fichier exFAT, 3D NAND Technology",,,,,,Gris doux,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2x1,,,,,26 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281654,Transcend ESD330C,TRANSCEND,SSD - chiffré - 1 To - externe (portable) - USB (USB-C connecteur) - AES 256 bits - brun grisâtre foncé,140.99,AES 256 bits,,,,,1 To,"Cache SLC, ECC (Error Correction Code, code de correction d'erreur), connecteur rétractable, 3D NAND Technology, trou de sangle, formatté avec le système de fichier exFAT",,,,,,Brun grisâtre foncé,Oui,,10.0 Gbps (USB 3.1),,,,Garantie de 5 ans,,USB - USB-C,,,,,23 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281656,Transcend ESD320A,TRANSCEND,SSD - chiffré - 2 To - externe (portable) - USB 3.2 Gen 2x1 - AES 256 bits - gris doux,263.29,AES 256 bits,,,,,2 To,"Connecteur rétractable, cache SLC, Code de correction d'erreur étendue (ECC), trou de sangle, formatté avec le système de fichier exFAT, 3D NAND Technology",,,,,,Gris doux,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2x1,,,,,26 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281657,Transcend ESD330C,TRANSCEND,SSD - chiffré - 512 Go - externe (portable) - USB (USB-C connecteur) - AES 256 bits - brun grisâtre foncé,82.11,AES 256 bits,,,,,512 Go,"Cache SLC, ECC (Error Correction Code, code de correction d'erreur), connecteur rétractable, 3D NAND Technology, trou de sangle, formatté avec le système de fichier exFAT",,,,,,Brun grisâtre foncé,Oui,,10.0 Gbps (USB 3.1),,,,Garantie de 5 ans,,USB - USB-C,,,,,23 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281658,Transcend ESD330C,TRANSCEND,SSD - chiffré - 2 To - externe (portable) - USB (USB-C connecteur) - AES 256 bits - brun grisâtre foncé,265.39,AES 256 bits,,,,,2 To,"Cache SLC, ECC (Error Correction Code, code de correction d'erreur), connecteur rétractable, 3D NAND Technology, trou de sangle, formatté avec le système de fichier exFAT",,,,,,Brun grisâtre foncé,Oui,,10.0 Gbps (USB 3.1),,,,Garantie de 5 ans,,USB - USB-C,,,,,23 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281659,Transcend ESD360C,TRANSCEND,SSD - 1 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur) - AES 256 bits - gris,140.81,AES 256 bits,,,,,1 To,"One-Touch Backup, cache SLC, anti-rayure, antichoc, prise en charge de plusieurs dispositifs, 3D NAND Technology",,,,,,Gris,,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2x2 - USB-C,,,,,35 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281660,Transcend ESD360C,TRANSCEND,SSD - 2 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur) - AES 256 bits - gris,241.27,AES 256 bits,,,,,2 To,"One-Touch Backup, cache SLC, anti-rayure, antichoc, prise en charge de plusieurs dispositifs, 3D NAND Technology",,,,,,Gris,,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2x2 - USB-C,,,,,35 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
10281661,Transcend ESD360C,TRANSCEND,SSD - 4 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur) - AES 256 bits - gris,527.79,AES 256 bits,,,,,4 To,"One-Touch Backup, cache SLC, anti-rayure, antichoc, prise en charge de plusieurs dispositifs, 3D NAND Technology",,,,,,Gris,,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2x2 - USB-C,,,,,35 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
6150931,Verbatim Store 'n' Go SSD 256 Go externe portable,VERBATIM,"Emportez vos données partout avec vous grâce au SSD externe portable Verbatim Store 'n' Go. Avec une capacité de stockage généreuse de 256 Go et une connectivité USB 3.2 Gen 1 via un connecteur USB-C, ce SSD offre une solution de stockage portable rapide et fiable pour vos besoins de mobilité.",30.64,,,,,,256 Go,,,,,,,,,,5.0 Gbps (USB 3.0),,,,,,USB 3.2 Gen 1 - USB-C,,,,,98 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
6150933,Verbatim Store 'n' Go SSD 1 To externe portable,VERBATIM,"Emportez vos données partout avec vous grâce au SSD externe portable Verbatim Store 'n' Go. Avec une capacité de stockage généreuse de 1 To et une connectivité USB 3.2 Gen 1 via un connecteur USB-C, ce SSD offre une solution de stockage portable rapide et fiable pour vos besoins de mobilité.",71.41,,,,,,1 To,,,,,,,,,,5.0 Gbps (USB 3.0),,,,,,USB 3.2 Gen 1 - USB-C,,,,,98 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
9798864,"Verbatim Vx500 SSD Externe Portable 2 To, Gris Sidéral",VERBATIM,"Boostez votre stockage avec le SSD externe portable Verbatim Vx500. Doté d'une capacité généreuse de 2 To, ce SSD élégant et performant est votre compagnon idéal pour le stockage et le transfert de données en déplacement. Avec son design gris sidéral élégant et son format portable, le Vx500 se glisse facilement dans votre s",132.89,,,,,,2 To,,,,,,,Gris sidéral,,,,,,,Garantie de 2 ans,,USB 3.2 Gen 2 - USB-C,,,,,29 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
8436454,WD Black C50 Expansion Card for XBOX,SANDISK,Disque dur - 512 Go - externe (portable),155.57,,,,,,512 Go,Compatible Xbox,,,,,,,,,,,,,Garantie de 5 ans,,,,,,,25 g,,,Disque dur - externe (portable),,,,
8436455,WD Black C50 Expansion Card for XBOX,SANDISK,Disque dur - 1 To - externe (portable),227.23,,,,,,1 To,Compatible Xbox,,,,,,,,,,,,,Garantie de 5 ans,,,,,,,25 g,,,Disque dur - externe (portable),,,,
7326945,BOITIER EXT SSD NVMe M.2 USB 3.1 GEN 2,UNIFORMATI,BOITIER EXTERNE SSD NVMe M.2 PCIe USB 3.1 GEN 2,138.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321105,SEAGATE,SEAGATE,2.12PB RAW 4U RCKMNT 8 12GB X4 MINI-SAS,83600.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11558988,Samsung 9100 PRO MZ-VAP8T0,SAMSUNG,VAP8T0 - SSD - chiffré - 8 To - interne - M.2 2280 - PCI Express 5.0 x4 (NVMe) - AES 256 bits - TCG Opal Encryption 2.0 - noir,1099.43,AES 256 bits,,,,,8 To,"Prise en charge TRIM, Auto Garbage Collection Algorithm, Support de mise en veille de l'appareil, Samsung V-NAND TLC Technology, dissipateur de chaleur intégré, Intelligent TurboWrite 2.0 Technology, compatible PlayStation, NVMe 2.0, S.M.A.R.T.",,,,,,Noir,Oui,,,,M.2 2280,,Garantie de 5 ans,,PCI Express 5.0 x4 (NVMe),,,,,9.5 g,,,Lecteur à semi-conducteurs - interne,,,3 bits par cellule (TLC),
7315038,SEAGATE,SEAGATE,2.12PB RAW 4U RACKMT 12GB X4 MINI-SAS HD,76839.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8635398,Transcend ESD370C,TRANSCEND,SSD - 500 Go - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - bleu marine,107.44,,,,,,500 Go,"3D NAND Technology, compatible USB On-The-Go",,,,,,Bleu marine,,,,,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,87 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
6646911,Cisco,CISCO,SSD - 120 Go - échangeable à chaud - USB 3.0 - remanufacturé - pour Catalyst 9500,958.35,,,,,,120 Go,,,,,Catalyst 9500,,,,,,,,,,,USB 3.0,,,,,,,,Lecteur à semi-conducteurs - échangeable à chaud,,,,Remanufacturé
7346833,SEAGATE,SEAGATE,84 BAY SAS 3.5 DDIC FRU 7.2K 12G SAS HDD,53190.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7302935,SEAGATE,SEAGATE,CS/Dual 48x5 Intelligent Cont 8p 2U-12,13953.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
